,budget,popularity,release_date,revenue,runtime,title,vote_average,vote_count,month,Action,Adventure,Fantasy,Animation,Science Fiction,Drama,Thriller,Family,Comedy,History,War,Western,Romance,Crime,Mystery,Horror,Music,Documentary,Foreign,warner,universal,paramount,walt_disney,sony,Number_Genres
1095,110,9.950505,2006-12-21,0,114.0,Curse of the Golden Flower,6.6,203,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1096,45000000,14.813057,2008-08-21,42487390,99.0,Bangkok Dangerous,5.0,332,08,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1097,40000000,5.201688,2002-04-05,8493890,85.0,Big Trouble,6.3,80,04,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1098,45000000,5.361699,2007-10-04,4607608,139.0,Love in the Time of Cholera,6.4,81,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1099,45000000,3.848893,1997-01-31,2154540,103.0,Shadow Conspiracy,4.0,11,01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1100,45000000,35.6585,2011-09-15,160078586,101.0,Johnny English Reborn,6.0,1007,09,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5
1101,65000000,5.258726,2012-06-15,73706,87.0,Foodfight!,2.3,28,06,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1102,44500000,62.01056,2012-10-11,232324128,120.0,Argo,7.1,3423,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1103,44000000,54.884297,1993-08-06,368875760,130.0,The Fugitive,7.2,1220,08,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,5
1104,40000000,33.747825,2010-03-16,136000000,110.0,The Bounty Hunter,5.5,858,03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1105,44000000,16.245068,1996-10-18,165615285,147.0,Sleepers,7.3,715,10,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
1106,44000000,38.653969000000004,1985-05-21,300400432,96.0,Rambo: First Blood Part II,6.3,864,05,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4
1107,44000000,3.9373519999999997,1996-02-02,0,118.0,The Juror,5.5,89,02,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1108,2600000,46.007991,1940-02-23,84300000,88.0,Pinocchio,6.9,1355,02,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
1109,44000000,5.3801239999999995,1980-11-19,3484331,219.0,Heaven's Gate,6.4,55,11,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
1110,50000000,49.020045,2006-01-12,111340801,106.0,Underworld: Evolution,6.4,1528,01,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1111,40000000,24.821138,2015-11-10,34227298,109.0,Victor Frankenstein,5.6,685,11,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1112,43000000,19.043286,2000-12-21,80049764,136.0,Finding Forrester,7.0,302,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1113,43000000,5.418921,2000-04-06,0,103.0,28 Days,6.0,208,04,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1114,45000000,25.999888000000002,2005-02-02,50871113,103.0,Unleashed,6.6,518,02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1115,43000000,18.65632,2002-04-12,68696770,84.0,The Sweetest Thing,5.3,280,04,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1116,42000000,23.736535,1993-06-30,270248367,154.0,The Firm,6.6,501,06,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
1117,44000000,21.75433,2010-05-01,48190704,99.0,Charlie St. Cloud,6.8,566,05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1118,40000000,44.094856,2011-01-13,51070807,93.0,The Mechanic,6.3,1045,01,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1119,42000000,62.714026000000004,2012-03-12,201585328,109.0,21 Jump Street,6.7,4074,03,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1120,42000000,28.969151,1999-05-13,363889678,124.0,Notting Hill,7.0,1262,05,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
1121,45000000,31.789029,2000-06-21,224834564,84.0,Chicken Run,6.5,1150,06,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1122,42000000,33.238296000000005,2004-01-16,171963386,90.0,Along Came Polly,5.8,773,01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1123,40000000,6.420433999999999,1992-06-30,70100000,117.0,Boomerang,5.4,134,06,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
1124,43000000,37.654688,2013-06-27,158674180,117.0,The Heat,6.5,1575,06,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
1125,31115000,13.244365,1963-06-12,71000000,248.0,Cleopatra,6.7,146,06,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
1126,0,26.799913,2012-10-11,73100172,105.0,Here Comes the Boom,6.0,593,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1127,42000000,14.046705,2002-04-03,63781810,115.0,High Crimes,6.1,184,04,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4
1128,42000000,3.844926,1996-11-15,0,126.0,The Mirror Has Two Faces,6.5,47,11,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
1129,32000000,14.733513,2002-01-25,55157539,119.0,The Mothman Prophecies,6.1,305,01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
1130,42000000,16.122168,2009-07-08,0,83.0,Brüno,5.4,518,07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1131,32000000,28.221190000000004,1989-07-07,156167015,133.0,Licence to Kill,5.9,541,07,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1132,42000000,45.151657,2011-03-11,89162162,100.0,Red Riding Hood,5.6,922,03,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
1133,60000000,15.205371,2001-03-01,56359980,120.0,15 Minutes,5.7,191,03,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
1134,48000000,14.587367,1993-05-28,20915465,104.0,Super Mario Bros.,4.0,232,05,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1135,42000000,34.828241,2005-09-16,24127895,122.0,Lord of War,7.0,1335,09,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1136,31000000,23.607392,2002-12-19,177394432,99.0,Hero,7.2,635,12,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1137,40000000,19.438503,2012-01-26,36893721,91.0,One for the Money,5.3,388,01,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1138,44000000,74.16801600000001,2014-12-25,12342632,112.0,The Interview,6.1,2304,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1139,42000000,7.349497,2010-12-02,11087569,100.0,The Warrior's Way,6.3,136,12,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
1140,33000000,7.663514999999999,2009-10-28,14000000,100.0,Micmacs,6.8,148,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1141,41000000,32.798571,2002-11-08,215000000,110.0,8 Mile,6.8,1626,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1142,0,5.794466000000001,2015-04-08,0,100.0,Why I Did (Not) Eat My Father,5.3,125,04,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1143,65000000,36.670398999999996,2001-05-11,117487473,132.0,A Knight's Tale,6.6,907,05,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
1144,41000000,14.653718,2003-08-15,0,88.0,The Medallion,5.3,281,08,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1145,40000000,73.085576,1999-08-06,672806292,107.0,The Sixth Sense,7.7,3147,08,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3
1146,42000000,34.041407,2012-01-13,46221189,102.0,Man on a Ledge,6.2,925,01,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1147,41000000,9.419725999999999,2011-10-13,7448385,100.0,The Big Year,5.6,248,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1148,8000000,28.456571999999998,1984-06-22,90815558,126.0,The Karate Kid,6.9,891,06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1149,40000000,49.664128000000005,2013-12-12,251171807,138.0,American Hustle,6.8,2807,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
1150,40000000,36.238968,2009-06-01,317375031,108.0,The Proposal,6.7,1804,06,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
1151,70000000,19.439386,1999-09-24,177841558,105.0,Double Jeopardy,6.2,278,09,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4
1152,40000000,43.345252,1989-11-20,332000000,108.0,Back to the Future Part II,7.4,3829,11,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1153,40000000,115.241998,2014-07-14,126546825,89.0,Lucy,6.3,5878,07,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1154,40000000,98.755657,2015-02-11,571006128,125.0,Fifty Shades of Grey,5.2,3254,02,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
1155,38000000,21.998734,2003-07-25,197011982,84.0,Spy Kids 3-D: Game Over,4.7,511,07,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
1156,40000000,25.219804999999997,1996-07-24,152266007,149.0,A Time to Kill,7.0,509,07,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
1157,40000000,26.516624,2003-12-24,190212113,98.0,Cheaper by the Dozen,6.0,699,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1158,40000000,37.084384,2013-12-24,149295601,121.0,Lone Survivor,7.4,1526,12,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1159,40000000,21.661027999999998,1992-07-01,107458785,128.0,A League of Their Own,6.7,354,07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1160,40000000,68.794673,2016-05-13,320170008,134.0,The Conjuring 2,7.0,1949,05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1161,40000000,69.27821999999999,2010-09-30,224920315,120.0,The Social Network,7.1,3391,09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1162,40000000,26.253357,2009-02-06,177259441,129.0,He's Just Not That Into You,6.2,959,02,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
1163,45000000,32.549282,2006-04-13,178262620,83.0,Scary Movie 4,5.3,750,04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1164,40000000,24.992057,2000-02-03,161834276,116.0,Scream 3,5.7,736,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2
1165,40000000,45.769562,1990-05-25,244527583,118.0,Back to the Future Part III,7.1,2900,05,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
1166,40000000,36.301202,2015-03-26,111811453,100.0,Get Hard,5.9,944,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1167,40000000,45.022964,1992-11-13,215862692,128.0,Dracula,7.1,1056,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2
1168,40000000,22.853006,2009-08-06,129540499,123.0,Julie & Julia,6.6,560,08,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
1169,40000000,31.884559000000003,2013-04-12,95020213,128.0,42,6.8,787,04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1170,40000000,31.385257,1999-12-25,128798265,139.0,The Talented Mr. Ripley,7.0,767,12,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3
1171,40000000,67.767785,2014-11-12,169837010,110.0,Dumb and Dumber To,5.4,1127,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1172,40000000,24.287306,2006-02-17,120455994,120.0,Eight Below,6.7,542,02,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
1173,35000000,53.114573,2015-09-24,194564672,121.0,The Intern,7.1,1881,09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1174,40000000,25.136082000000002,2016-01-14,124827316,102.0,Ride Along 2,6.1,555,01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1175,40000000,37.776565999999995,1992-09-25,75505856,112.0,The Last of the Mohicans,7.1,732,09,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6
1176,40000000,21.743320999999998,2004-10-29,124731534,152.0,Ray,7.2,467,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2
1177,40000000,66.003433,2005-04-01,158733820,124.0,Sin City,7.2,2691,04,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
1178,40000000,24.862767,2008-02-01,151161491,90.0,Vantage Point,6.2,716,02,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
1179,41000000,25.391899,2009-03-20,91636986,105.0,"I Love You, Man",6.5,515,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1180,40000000,29.854772999999998,2001-11-01,141069860,114.0,Shallow Hal,5.7,731,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
1181,40000000,26.82041,1991-12-20,205405498,189.0,JFK,7.5,502,12,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
1182,40000000,17.612920000000003,2006-01-26,138259062,99.0,Big Momma's House 2,5.4,371,01,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
1183,57000000,21.021809,2001-03-01,147845033,123.0,The Mexican,5.8,441,03,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4
1184,20000000,52.571674,2009-03-11,136267476,102.0,17 Again,6.1,1350,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1185,40000000,34.519636,2014-04-16,196781193,109.0,The Other Woman,6.2,1437,04,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
1186,40000000,32.478077,2009-08-26,186167139,82.0,The Final Destination,5.4,831,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2
1187,40000000,48.445978000000004,2015-10-15,165478348,141.0,Bridge of Spies,7.2,2583,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
1188,40000000,24.012985999999998,2001-11-17,91753202,106.0,Behind Enemy Lines,6.0,457,11,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1189,40000000,17.869443,2010-06-04,90029656,109.0,Get Him to the Greek,5.9,612,06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1190,50000000,14.231898999999999,2004-10-15,170128460,107.0,Shall We Dance?,5.9,297,10,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
1191,40000000,23.088570999999998,1998-07-10,54682547,110.0,Small Soldiers,6.2,511,07,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
1192,40000000,19.833664000000002,1997-07-31,87840042,96.0,Spawn,5.0,336,07,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6
1193,35000000,26.595983,2002-01-23,75395048,131.0,The Count of Monte Cristo,7.3,453,01,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1194,40000000,26.072228,2011-03-17,85412898,119.0,The Lincoln Lawyer,7.0,902,03,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
1195,30000000,38.643914,2011-02-16,130786397,113.0,Unknown,6.5,1265,02,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
1196,40000000,74.440708,2006-10-19,109676311,130.0,The Prestige,8.0,4391,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3
1197,42000000,82.185281,2014-11-26,107670357,108.0,Horrible Bosses 2,6.1,1536,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1198,40000000,18.14218,2013-02-14,74597643,89.0,Escape from Planet Earth,5.7,332,02,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1199,40000000,41.570046999999995,2006-12-07,120175290,139.0,Apocalypto,7.3,1221,12,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1200,40000000,23.331459,1987-06-29,191185897,130.0,The Living Daylights,6.2,440,06,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1201,40000000,47.649553999999995,2010-07-03,126248813,107.0,Predators,6.0,1206,07,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1202,0,7.519433,1986-06-18,0,116.0,Legal Eagles,5.8,51,06,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,5
1203,40000000,32.908414,2004-03-12,92913171,96.0,Secret Window,6.4,972,03,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
1204,40000000,29.887359999999997,2006-06-16,114830111,99.0,The Lake House,6.5,670,06,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
1205,43000000,29.105407,2005-07-29,91974818,104.0,The Skeleton Key,6.4,573,07,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4
1206,0,16.394451999999998,2012-08-15,51854875,105.0,The Odd Life of Timothy Green,6.5,386,08,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
1207,40000000,19.574773999999998,2008-05-02,84601681,101.0,Made of Honor,6.0,394,05,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
1208,40000000,14.199932999999998,2014-06-05,67347013,134.0,Jersey Boys,6.8,255,06,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
1209,40000000,12.229516,1997-11-18,45916769,135.0,The Rainmaker,6.7,235,11,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
1210,40000000,27.303608,2003-11-21,141591324,98.0,Gothika,5.8,629,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2
1211,36000000,3.6982760000000003,1997-12-03,74000000,155.0,Amistad,6.8,316,12,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
1212,40000000,7.021871000000001,1992-02-07,0,106.0,Medicine Man,5.8,114,02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1213,40000000,39.381913,2007-12-25,41797066,94.0,Aliens vs Predator: Requiem,4.9,740,12,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5
1214,40000000,14.398356,1994-12-19,0,95.0,Ri¢hie Ri¢h,5.4,415,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1215,65000000,8.680334,2000-08-11,0,103.0,Autumn in New York,5.7,135,08,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1216,40000000,17.659032,2007-02-09,145896422,96.0,Music and Lyrics,6.2,554,02,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3
1217,40000000,43.151268,2011-02-14,97552050,104.0,Paul,6.5,1789,02,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1218,40000000,15.283444,2012-12-19,41863726,95.0,The Guilt Trip,5.4,284,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1219,40000000,35.21926,2011-04-11,97138686,111.0,Scream 4,6.1,902,04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2
1220,40000000,25.580272,1999-02-26,96618699,123.0,8MM,6.1,474,02,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3
1221,38000000,10.794175,1991-03-01,34416893,140.0,The Doors,6.7,275,03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1222,40000000,72.641296,2014-07-17,126069509,97.0,Sex Tape,5.3,1695,07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1223,40000000,3.4155339999999996,2000-02-16,36037909,94.0,Hanging Up,5.0,40,02,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1224,47000000,38.555482,2011-08-12,157887643,92.0,Final Destination 5,5.9,866,08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2
1225,0,6.786117,1999-08-16,0,102.0,Mickey Blue Eyes,5.3,140,08,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
1226,40000000,24.313684,2000-10-12,55707411,122.0,Pay It Forward,7.0,432,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
1227,30000000,9.965073,2005-04-06,50451307,103.0,Fever Pitch,5.9,182,04,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
1228,40000000,15.055732,2008-03-20,0,102.0,Drillbit Taylor,5.5,275,03,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1229,0,32.808675,2014-05-22,0,116.0,A Million Ways to Die in the West,5.8,1468,05,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
1230,25000000,8.178203,1994-07-01,48063435,108.0,The Shadow,5.4,138,07,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
1231,40000000,31.066874,2011-12-24,55247881,129.0,Extremely Loud & Incredibly Close,6.9,708,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1232,40000000,22.491388,2010-01-12,58785180,102.0,Morning Glory,6.1,412,01,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
1233,40000000,12.885985,2005-11-09,46442528,117.0,Get Rich or Die Tryin',6.3,186,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1234,40000000,7.832337,2000-08-23,30199105,117.0,The Art of War,5.6,135,08,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
1235,40000000,10.433667,2005-11-23,31670620,135.0,Rent,6.7,155,11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
1236,40000000,3.3219489999999996,2000-08-11,0,107.0,Bless the Child,4.9,71,08,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4
1237,75000000,4.842626,1999-04-02,29000000,90.0,The Out-of-Towners,5.0,45,04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1238,40000000,13.210898,1996-08-23,49627779,96.0,The Island of Dr. Moreau,4.6,147,08,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
1239,40000000,3.296933,2001-09-07,27053815,104.0,The Musketeer,5.2,56,09,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1240,35000000,22.939557,2008-02-28,0,115.0,The Other Boleyn Girl,6.4,477,02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1241,40000000,19.372805,2001-02-16,65754228,119.0,Sweet November,6.4,278,02,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
